,monday_tweets,friday_tweets,april_tweets
429,"RT @fractilla: Sack it, giving the people what they want. Cold War DM Ultra hard unlock or £100 PayPal Giveaway.

All you gotta do is;

Fol…",RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @pbsharkey &amp; illustrator @wooskers_ &amp; retweet by 6pm 4/3 for a chance to win #ADo…,@certifiedviews @PopCrave @sza nice april fools prank bestie https://t.co/hMJ5qOGcYF
430,"RT @KWWL: ""If you knew him, you know what he meant to you and how he made your life better by being in it. Remember that and honor him by l…",RT @MrAndyNgo: The man responsible for the deadly Good Friday Capitol Hill attack was a devout follower of Louis Farrakhan &amp; the black nati…,RT @JaylonTheGreat1: God HELP us... it’s April and we still have a FOOL in the White House 😩
431,RT @diarrasylla: Cuz it’s Monday 🧡 https://t.co/JxF5NWKUdu,it's friday why are y'all bringing drama onto my tl 😫,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
432,"RT @DionneGrant: Richard Okorogheye, 19, has been missing from his home in Ladborke Grove since Monday, March 22. He told his mum he was ""s…","RT @fnightd: Friday Night Death #143 with special guest Gary Butler - live stream - Twitch:
https://t.co/0pI3bQqahG","RT @markbeomnyoung: 210402 Jaebeom for The Star Magazine April 2021 

Upvote and recommend the articles on Naver:
https://t.co/E8MFmLFiyy
h…"
433,"RT @rudelilpig: Once Again........ Ashlee Simpson!
👏👏👏👏👏👏👏

🎸🎼
ON A MONDAY, I AM WAITING
ᵗᵘᵉˢᵈᵃʸ ᶦ ᵃᵐ ᶠᵃᵈᶦⁿᵍ
...
♪ ♫ ♬
.................
😅…",RT @char_stokely: Friday night! Enjoy this free show at https://t.co/YFo36H8iW2 6-7pm PST @avnmedianetwork @avnmagazine @char_stokely https…,Trevor Bauer about to upload an April Fools vlog titled “DODGERS WIN ON OPENING DAY”
434,"@Maggarooo R they pretty , not quite as good lookin as u Maggie. Hope your Monday was great. Ours was nice weather… https://t.co/OJioDeJzSg","""Pigeon Point quiet, we checked a number of beaches from Gros Islet right down to Roseau and those areas are quiet,… https://t.co/fmy1fCywQu",The complete delusion of the leftist comments on this one gets my vote for best April Fools joke. https://t.co/Jis5uZHhpr
435,RT @DFSRants: I guess Monday is unmasking bots on Twitter day!,"RT @TheStourbridge: Good morning and welcome for Fish For Tea Friday

There is no magic cure, no making it all go away forever instantaneou…",RT @dearra: April baby 🔥 https://t.co/EwX97utG3l
436,please its monday night I cant cry again https://t.co/dFoYwj8kQ9 https://t.co/TgfHXVWVb1,Friday night wins..for FM United https://t.co/wwy3WbIOSe,April fools prank idea: pretend tomorrow is April first
437,"RT @TheLawyerCraig: Except for the large drop in reported deaths, massive increases across the board. Some of that is an increasing number…",RT @OSF_sisters: On Good Friday we journey with Jesus as we pray the Stations of the Cross. #GoodFriday https://t.co/ztV14HeTm9,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
438,RT @MagicJohnson: This year’s NCAA Men’s Tournament has been so exciting because it’s been so unpredictable. Congratulations to @BeaverMBB…,"RT @j8ahmed: Sometimes we don't need words as much as we need a side by side comparison that highlights the differences.

TypeScript object…",RT @DrRichardAmlot: Please RT - we're looking for a Behavioural Scientist to work with our South West Health Protection Team. An exciting a…
439,"RT @thenikkidiaries: Richard Okorogheye, 19, has been missing from his home in Ladborke Grove since Monday, March 22.

He told his mum he w…",@NAllison89 My mum changed when she was going to have for tea when she realised it was Good Friday and had an omele… https://t.co/ntAOVVnP9v,"@anastasia_867 Oh OK, I thought you aren't his favorite and you believed the April fool."
440,"It is Monday March 29, 2021, 19:58:02. Joe Biden still owes me $600.","Worship - Friday, April 2, 2021 https://t.co/JuVezMAE2c","The one-shot vaccine dose is expected to be a game-changer in California, but a giant manufacturing error could cau… https://t.co/CgXk4YISGQ"
441,"@OnlyFansHero Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/KrXg7roJz0",RT @MrAndyNgo: The man responsible for the deadly Good Friday Capitol Hill attack was a devout follower of Louis Farrakhan &amp; the black nati…,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
442,RT @MerielMyers: How was your Monday? Any Mondayness going on? https://t.co/lhzNX7K2tX,cool friday,"RT @RubysBubys: nothing on april fools will be able to top the past week of shit like ""boss baby promoting nfts"", ""big chungus in the loone…"
443,"RT @sirarwa: So, @BronwynBruton got sacked. Happy Monday, sane world! https://t.co/l1fp4eN0Pf",RT @DangeRussWilson: GOOD FRIDAY!!!,"RT @lownchristine: Most people would spend April Fools doing some sort of meme drawing, and I was going to...but then an idea popped into m…"
444,"RT @magi_rita: 15 days ago, asked for his release on a Monday, he tested positive for Covid, Sunday 7 days later with Covid, they called hi…",I worked my second consecutive Friday at the pizzeria. Not one slice of pizza has been consumed,"RT @RetireMarco: Even when it’s not April Fools, Marco Rubio is still a joke."
445,Questions for FAQ Monday aaaaaaaaaaand GO!,"RT @MsRonnyB: Why are fuckwits Scott &amp; Jenny Morrison broadcasting their ""Happy Easter"" message on Good Friday? Any REAL Christians would k…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
446,RT @mrhylkasjs: Holy Monday - let us walk with our Lord this week as He lays down His life for His friends. Love is sacrifice. #HolyMonday…,Ready to #MacGyver your Friday?,Well turns out the 8 timed 800s my trainer had on the schedule for today was not an April Fools joke. I also didn’t… https://t.co/Jrvs1sCytk
447,"RT @nyknicks: 🔊 Taj &amp; Nerlens talk after Monday's shootaround on Mike Woodson's departure, Coach Thibodeau, stepping up, and more.","RT @HogLfinance: What's up HOGLers! Lets celebrate Friday with a quick giveaway!
🟢🟢🟢
I’ll pick 3 BUYING TRANSACTIONS📈 that were made betwee…","RT @TerriIrwin: Beautiful baby Grace, first croc encounter...April Fool’s! https://t.co/LxmHVxKyH3"
448,"RT @PokerDmv: 💰 Mo' Money Mondays Baby! 💰

9:20pm EST
$125 MEGA MONDAY MASHUP KO 🥊
Collab w/ @blackmambakypo1 🐍🌯
10k/6h/10m and *$50 KOs!*…","RT @divorcereligion: For atheists, every Friday can be Good and nobody has to die.","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
449,"RT @MichaelChrisLA: M for Monday! I vetted so you don't have to. F/FB/RT
@Maddog4Biden 
@MarthaVotesBlue 
@MartinsKitties 
@maartenvda 
@Ma…",RT @KB_HGA: Part of the Good Friday story is about how God would rather die than remember your sin anymore.  Thank you for your blood Jesus…,RT @rorofosho_: @Dodgers It’s April’s Fools Day so this game doesn’t count
